Date,Price,Open,High,Low,Vol.
2020-01-02,5.963803291320801,5.934967621143992,5.963803291320801,5.884505079799994,237536000
2020-01-03,5.868345737457275,5.8442329639400254,5.9120968420723505,5.8193743709965,205384000
2020-01-06,5.892956733703613,5.77512766888247,5.898176996723833,5.749026353781372,262636000
2020-01-07,5.96429967880249,5.921294392039842,6.010039320802731,5.8763005694931705,314856000
2020-01-08,5.975486755371094,5.960074415808599,6.01675195985036,5.920052401950536,277108000
2020-01-09,6.04111385345459,6.061746457974927,6.113452193523961,5.987419581657777,255112000
2020-01-10,6.073428630828857,6.148252865091414,6.178580171148254,6.059259482818248,316296000
2020-01-13,6.263845443725586,6.156456910250187,6.288952489506994,6.133835297475145,319840000
2020-01-14,6.147010803222656,6.221088751738677,6.246444720752033,6.133835447619546,359088000
2020-01-15,6.104503154754639,6.15968906872303,6.182061762177155,6.0786502856138,263104000
2020-01-16,6.1880269050598145,6.1579480451360356,6.193992987350218,6.134581087056249,284192000
2020-01-17,6.196727275848389,6.207167801208955,6.214625522525774,6.149247540649398,253792000
2020-01-21,6.163416862487793,6.160185135994632,6.196975895565761,6.129360458357694,217916000
2020-01-22,6.217360496520996,6.20866005785512,6.303867986192193,6.189767541283975,239240000
2020-01-23,6.2857208251953125,6.257382526569026,6.294172814743435,6.168637584590366,244516000
2020-01-24,6.226557731628418,6.401064334103999,6.450781528296051,6.172366094269509,373512000
2020-01-27,5.971012115478516,5.922289191292471,6.021972024087734,5.772889640468227,470536000
2020-01-28,6.164163112640381,6.036887321336886,6.196478957414824,5.983689951264804,310976000
2020-01-29,6.103758335113525,6.149746442669968,6.185791393466993,6.063984285660603,258848000
2020-01-30,6.110467910766602,6.006062188703586,6.1238917135787965,5.951125209315321,290504000
2020-01-31,5.8772969245910645,6.064730001738358,6.076662168956458,5.835534813466124,370420000
2020-02-03,5.974245548248291,5.859150343527555,5.993634964765349,5.852935811266366,255564000
2020-02-04,6.143280982971191,6.115936955202383,6.1624224187891,6.065971316764821,271544000
2020-02-05,6.233518600463867,6.264094359762809,6.2742864375752365,6.15024236438546,208220000
2020-02-06,6.3202738761901855,6.267822801669854,6.3202738761901855,6.186784032913833,218284000
2020-02-07,6.254150867462158,6.2802521818150865,6.302376423964702,6.2287948985436135,189752000
2020-02-10,6.537042140960693,6.276773339325847,6.537787486553337,6.271801523877715,529608000
2020-02-11,6.659345626831055,6.645176474451545,6.7739434592052445,6.583278652712815,638556000
2020-02-12,6.774935722351074,6.712043650970629,6.781399175304886,6.673264355662587,374644000
2020-02-13,6.731184482574463,6.71701533466321,6.7983025470913026,6.6896708326441425,528016000
2020-02-14,7.203745365142822,7.140853290182661,7.332512319115875,7.10953171400664,1041924000
2020-02-18,7.372285842895508,7.10058231335741,7.390681460600546,7.081192901778724,620164000
2020-02-19,7.822969913482666,7.494589335264522,7.840619710509699,7.494589335264522,694332000
2020-02-20,7.673820495605469,7.774994505818821,7.863242082400725,7.366817815393153,810052000
2020-02-21,7.310140609741211,7.56170894332457,7.586815992154604,7.225373204609657,768180000
2020-02-24,6.793330669403076,6.716517900503646,7.0068654729747095,6.662077819566246,856916000
2020-02-25,6.5141706466674805,6.86840412228699,6.930301930876322,6.412499271487127,1055496000
2020-02-26,6.653378486633301,6.5144194445871815,6.847274989769168,6.512928279510308,747732000
2020-02-27,6.283015251159668,6.340223905891915,6.641192022148659,6.190734947968384,906416000
2020-02-28,6.717551231384277,6.030797544626237,6.77699866718428,6.014132526651322,1133252000
2020-03-02,6.875746726989746,6.887437432968634,6.90460012185315,6.491950746144979,890744000
2020-03-03,6.61358118057251,6.931462850373076,6.991158887369875,6.528265410526086,652792000
2020-03-04,7.076723098754883,6.720785207272471,7.086175006652993,6.646164806852356,597408000
2020-03-05,6.797645092010498,6.877488416985179,7.044140056322009,6.7531215361195445,540328000
2020-03-06,6.617312908172607,6.6183077710905955,6.675765493007833,6.417330754575252,515412000
2020-03-09,6.104921340942383,5.96712263032955,6.452153634610945,5.924340679442209,614160000
2020-03-10,6.493940353393555,6.381015119188688,6.493940353393555,6.118601425283802,580648000
2020-03-11,6.130539417266846,6.354151057970355,6.382506779809828,6.033533424930338,499964000
2020-03-12,5.3803606033325195,5.607951768679431,5.873101978262671,5.367675032346323,816540000
2020-03-13,5.990501403808594,5.733310699510019,5.9949785224155026,5.46244004236306,634836000
2020-03-16,4.885130405426025,5.283353073561972,5.62386990228448,4.825434365934162,726972000
2020-03-17,5.404236316680908,4.997308108726763,5.493531993435535,4.75081323317834,833632000
2020-03-18,5.0448174476623535,4.977162031994791,5.221915838198457,4.494121265098619,874268000
2020-03-19,5.297282695770264,5.023426414589291,5.3908064456390665,4.810261985939699,765512000
2020-03-20,5.117696762084961,5.447268674676942,5.728835253713744,5.102275202274465,804636000
2020-03-23,5.290316581726074,5.116700479033214,5.384587051709071,4.937860991668966,643876000
2020-03-24,6.197947025299072,5.696002435464178,6.284506733213007,5.672372901435857,1101644000
2020-03-25,6.109397888183594,6.312861800383095,6.512346261387869,6.060645815672692,793432000
2020-03-26,6.3984270095825195,6.316344419292104,6.522296211921472,6.218343548888782,696108000
2020-03-27,6.286245822906494,6.21834135690648,6.5446799796336705,6.185508522132762,638828000
2020-03-30,6.606118679046631,6.3516639125853,6.615321989617182,6.307638034053594,602252000
2020-03-31,6.556621074676514,6.646164892139033,6.850126943033816,6.411111600364291,949960000
2020-04-01,6.045971870422363,6.358879299861873,6.505134601171152,6.001448785113921,656912000
2020-04-02,6.354400157928467,6.075071934994346,6.367582918996632,6.027066607171821,675764000
2020-04-03,6.066864013671875,6.316841179647941,6.358379663037295,5.929562996468458,663212000
2020-04-06,6.67601203918457,6.348678518627495,6.712824802372779,6.291220814361921,727884000
2020-04-07,6.442948818206787,6.897385191734249,6.92101519619481,6.399917805827614,784520000
2020-04-08,6.639947891235352,6.551896114188191,6.664821363033569,6.482001890901985,542444000
2020-04-09,6.5404534339904785,6.76555762990454,6.7884408976976,6.477523735926655,525564000
2020-04-13,6.7120795249938965,6.480757091589397,6.720785167160998,6.392456735653417,398408000
2020-04-14,7.062793731689453,6.840176949824809,7.0968700332485595,6.812567493136743,530948000
2020-04-15,6.985437393188477,6.894898243400246,7.068265763838534,6.849628905717081,366148000
2020-04-16,7.330183982849121,7.140649067693381,7.4371395791524915,7.127466303217584,745620000
2020-04-17,7.2709856033325195,7.412266106685707,7.4336573208286305,7.137166809399366,539120000
2020-04-20,7.1399006843566895,7.144626875048733,7.3003340312313565,7.095626211966253,449388000
2020-04-21,6.703621864318848,7.0220011645795735,7.08318925121462,6.643925834474063,735160000
2020-04-22,7.117516040802002,6.895645491403493,7.160298464980973,6.850127550160316,483356000
2020-04-23,7.064285755157471,7.1595510947877585,7.291379655385693,7.039163692591461,424160000
2020-04-24,7.203079700469971,7.054088445216467,7.205069426004072,6.979468044624654,352328000
2020-04-27,7.389382362365723,7.337397099199471,7.54906948075769,7.312772226192204,479388000
2020-04-28,7.247104644775391,7.536630547178379,7.56647879844656,7.241632663051998,442904000
2020-04-29,7.4237060546875,7.38166990447082,7.476437571649678,7.306552316924315,379160000
2020-04-30,7.269988536834717,7.369730516188236,7.423705966666164,7.256059510755734,375916000
2020-05-01,7.03369140625,7.072742493942081,7.185916306341503,6.985437008629492,342096000
2020-05-04,7.245363712310791,6.986431845342625,7.259044141410754,6.986431845342625,317556000
2020-05-05,7.306305408477783,7.349336431311147,7.468728519073253,7.245365430153509,368896000
2020-05-06,7.407041072845459,7.385650337882286,7.511758322789601,7.34784270723366,323464000
2020-05-07,7.583146095275879,7.5460847229172225,7.646324398833657,7.494845723456758,373732000
2020-05-08,7.772929668426514,7.654781042582035,7.779147917276859,7.620953332367935,339216000
2020-05-11,8.024648666381836,7.76795505913149,8.071410544031213,7.739350734221137,469060000
2020-05-12,7.7629780769348145,8.082352226982069,8.131103816674749,7.753277573290924,493060000
2020-05-13,7.740594387054443,7.8773977576349425,8.037582066189483,7.556282400344233,625852000
2020-05-14,7.989826679229736,7.802032414632307,7.995298662838856,7.648563532216864,602312000
2020-05-15,8.447742462158203,7.849786375477367,8.457442491393842,7.834116221625606,987660000
2020-05-18,8.705931663513184,8.71612984047994,8.871339869496333,8.636535099780891,774460000
2020-05-19,8.76090145111084,8.745728485196754,9.041472752146639,8.718367616889669,717320000
2020-05-20,8.924567222595215,8.945460766522393,8.997197432107013,8.843728564013752,587536000
2020-05-21,8.730801582336426,9.005652192681852,9.006646580896131,8.693242552685641,761068000
2020-05-22,8.980531692504883,8.780549550249997,9.046944125761256,8.669117319003607,1038764000
2020-05-26,8.673593521118164,9.110370081279614,9.135244023656483,8.628075582392123,770780000
2020-05-27,8.482070922851562,8.581315266741862,8.589025573529495,7.956247166584829,1175892000
2020-05-28,8.444014549255371,8.369642255768241,8.716128787061324,8.336809405476911,734896000
2020-05-29,8.830545425415039,8.51117118789498,8.830545425415039,8.442023234926523,745256000
2020-06-01,8.76164722442627,8.788510898372245,8.795972608315418,8.645488781782156,389876000
2020-06-02,8.780548095703125,8.7516956542315,8.792487396907989,8.614145567728748,391320000
2020-06-03,8.725080490112305,8.777563885189648,8.821340689895296,8.65593255202078,365440000
2020-06-04,8.726078033447266,8.687754775208147,8.902012270046486,8.637487714854524,424280000
2020-06-05,8.878870010375977,8.753948963501875,8.955514629700385,8.667847647401274,481748000
2020-06-08,8.764403343200684,8.836319637446355,8.848761814199982,8.645702869575615,387736000
2020-06-09,9.004284858703613,8.759419922333098,9.067741148131212,8.710894803734508,468488000
2020-06-10,9.323558807373047,9.125477007268065,9.456194614625154,9.111291963518875,632180000
2020-06-11,8.755687713623047,9.107805725474394,9.218542636330282,8.745484888877396,583652000
2020-06-12,8.891310691833496,9.12025061846293,9.144886249217148,8.663117846022635,570908000
2020-06-15,9.131449699401855,8.774603216221042,9.139910604567905,8.703432128605263,400004000
2020-06-16,9.026681900024414,9.1824610425493,9.224018474780609,8.797991667513916,535716000
2020-06-17,9.193412780761719,9.071726871522655,9.256122013797047,9.028426554300834,408304000
2020-06-18,9.175496101379395,9.184454427604352,9.239698546814658,9.072472976600096,254408000
2020-06-19,9.218544960021973,9.19988217763818,9.401447821597749,9.184702291926113,524160000
2020-06-22,9.48282241821289,9.257118524157914,9.487302056324824,9.230491304611464,398468000
2020-06-23,9.406424522399902,9.506958630029597,9.598036991562761,9.364120951569074,375108000
2020-06-24,9.192915916442871,9.432555192603575,9.512435900600783,9.102334958406512,449372000
2020-06-25,9.446239471435547,9.312608836578514,9.461170645155038,9.139908819257684,376072000
2020-06-26,9.112787246704102,9.456196763382406,9.456196763382406,9.082925838512047,592084000
2020-06-29,9.15757942199707,9.127469304571116,9.162059060199192,8.858962505668218,342248000
2020-06-30,9.453953742980957,9.271050909025503,9.482321927341877,9.22377028533174,367892000
2020-07-01,9.48605728149414,9.476850244240778,9.53159694518685,9.369597135978692,326648000
2020-07-02,9.567928314208984,9.594554582855501,9.692600650706597,9.534084693053664,364056000
2020-07-06,9.793879508972168,9.696829246456272,9.863059004757494,9.667713977846143,315892000
2020-07-07,9.826231956481934,9.900388525931161,10.023567657874754,9.805328877086755,357800000
2020-07-08,10.168895721435547,9.947670485855047,10.177854998888963,9.919550999022553,365480000
2020-07-09,10.460541725158691,10.332385556783915,10.521260318665224,10.186311788352297,494548000
2020-07-10,10.430929183959961,10.539924201198593,10.606117275097947,10.330892492239586,497676000
2020-07-13,10.005899429321289,10.546147190037164,10.742487094268514,9.978774789284222,457076000
2020-07-14,10.329153060913086,10.028545492174292,10.354784490993348,9.740380097949847,542676000
2020-07-15,10.180091857910156,10.366229867151485,10.384892650763021,10.009382445924082,403984000
2020-07-16,10.088018417358398,9.968820569091442,10.159685972931204,9.84987143136345,344964000
