Date,TEL,MER,AEV,NVDA,META,BTC,SPY,RF_Rate
2023-06-02,18.80819320678711,5.850247724660323,0.9800948550917219,39.2464714050293,270.2369079589844,27249.58984375,410.7318420410156,0.0525
2023-06-05,18.58148765563965,5.909342422555102,0.9667398555328058,39.09079360961914,269.02752685546875,25760.09765625,409.94476318359375,0.0525
2023-06-06,18.707433700561523,5.883403016145291,0.9674770736501054,38.57484817504883,268.75982666015625,27238.783203125,410.83734130859375,0.0525
2023-06-07,18.94253921508789,5.882667509526373,0.9822272114391004,37.40213394165039,261.30535888671875,26345.998046875,409.4168395996094,0.0525
2023-06-08,19.102069854736328,5.8893740070387235,0.9797809146616145,38.43512725830078,262.2767639160156,26508.216796875,411.8932800292969,0.0525
2023-06-09,19.144054412841797,5.850873920175658,0.981091663444089,38.69461441040039,262.64361572265625,26480.375,412.6322937011719,0.0525
2023-06-12,19.135658264160156,,,39.40522766113281,268.6904602050781,25902.5,416.3756103515625,0.0525
2023-06-13,19.253210067749023,5.885919966883862,0.9658259582023064,40.942237854003906,268.95806884765625,25918.728515625,419.12078857421875,0.0525
2023-06-14,18.757816314697266,5.903715830608249,0.968746097658899,42.91339874267578,270.9704284667969,25124.67578125,419.61981201171875,0.0525
2023-06-15,19.45472526550293,5.989522831029051,0.9744149083315918,42.57007598876953,279.3766174316406,25576.39453125,424.8221740722656,0.0525
2023-06-16,19.09367561340332,6.024096280068371,1.030012890743833,42.60899353027344,278.55377197265625,26327.462890625,423.3751525878906,0.0525
2023-06-20,19.98370361328125,5.958042505707704,1.013943980640016,43.72282028198242,281.8548889160156,28327.48828125,421.1785583496094,0.0525
2023-06-21,19.933324813842773,5.915178769648847,0.9360599392018869,42.9613037109375,279.1883239746094,30027.296875,419.0205993652344,0.0525
2023-06-22,20.143238067626953,5.926059286236741,0.9687865590887935,42.941349029541016,282.40008544921875,29912.28125,420.5331115722656,0.0525
2023-06-23,19.782190322875977,5.868798121082369,0.9712320816944596,42.12692642211914,286.216552734375,30695.46875,417.35394287109375,0.0525
2023-06-26,19.74860382080078,5.900815957263897,0.9721101060294931,40.5529899597168,276.0458679199219,30271.130859375,415.6487121582031,0.0525
2023-06-27,20.11804962158203,5.998132521891488,0.9517994720366733,41.79458236694336,284.5511169433594,30688.1640625,420.20556640625,0.0525
2023-06-28,20.000497817993164,,,41.03706359863281,282.8065185546875,30086.24609375,420.4175109863281,0.0525
2023-06-29,19.715015411376953,5.970149088924024,0.967887806840713,40.74262619018555,279.0792541503906,30445.3515625,422.0745544433594,0.0525
2023-06-30,19.622657775878906,6.0425686922475705,0.9812410055470681,42.219749450683594,284.48187255859375,30477.251953125,427.0553283691406,0.0525
2023-07-03,19.94172477722168,6.069050383078051,0.9888896942015967,42.330535888671875,283.5301513671875,31156.439453125,427.54669189453125,0.0525
2023-07-05,19.86615562438965,6.061154283072621,1.0132078801554232,42.23472595214844,291.8074645996094,30514.166015625,426.910888671875,0.0525
2023-07-06,19.387554168701172,5.979084123224216,1.0097367638738122,42.021148681640625,289.4481506347656,29909.337890625,423.56787109375,0.0525
2023-07-07,19.328777313232422,5.893450852468851,0.970263250101579,42.42036437988281,288.0008850097656,30342.265625,422.4984130859375,0.0525
2023-07-10,19.16084861755371,5.925579118142733,0.9860956131255764,42.097984313964844,291.53985595703125,30414.470703125,423.56787109375,0.0525
2023-07-11,19.479915618896484,5.9587031498841805,0.9712146070581618,42.32254409790039,295.693359375,30620.951171875,426.26531982421875,0.0525
2023-07-12,19.647844314575195,6.014656720728402,0.9997285915169801,43.81664276123047,306.6471252441406,30391.646484375,429.6950378417969,0.0525
2023-07-13,19.992103576660156,6.134091603117534,1.0263230418493603,45.887611389160156,310.6817321777344,31476.048828125,433.10546875,0.0525
2023-07-14,19.75699806213379,6.256900976173586,1.0287081310826574,45.38059616088867,306.1812438964844,30334.068359375,432.8357238769531,0.0525
2023-07-17,19.58907127380371,6.433566415500841,0.9882223012368282,46.370662689208984,307.916015625,30145.888671875,434.33856201171875,0.0525
2023-07-18,19.58907127380371,6.455172413793103,0.9747126436781609,47.40165710449219,309.33355712890625,29856.5625,437.5660095214844,0.0525
2023-07-19,19.790586471557617,6.435825587654059,0.9806446650141832,46.9854621887207,313.25909423828125,29913.923828125,438.5390319824219,0.0525
2023-07-20,19.706619262695312,6.430349947619156,0.9832283376627241,45.43149185180664,299.8865051269531,29792.015625,435.6296081542969,0.0525
2023-07-21,19.622657775878906,6.312784648682938,0.9816837576864916,44.22284698486328,291.69842529296875,29908.744140625,435.6296081542969,0.0525
2023-07-24,19.765398025512695,6.341374127541389,0.980445884560794,44.52526092529297,289.0714416503906,29176.916015625,437.5756530761719,0.0525
2023-07-25,20.285978317260742,6.423786291258732,0.9828393025625859,45.590187072753906,291.9066162109375,29227.390625,438.770263671875,0.0525
2023-07-26,20.19361686706543,6.419073639711526,1.0022924983149568,45.36362838745117,295.970947265625,29354.97265625,438.83770751953125,0.0525
2023-07-27,20.151636123657227,6.462866042666756,1.0190030266136505,45.810752868652344,308.99652099609375,29210.689453125,435.9281921386719,0.0525
2023-07-28,19.950119018554688,6.425585720841391,1.0094741203480935,46.65910720825195,322.6466979980469,29319.24609375,440.19610595703125,0.0525
2023-07-31,19.622657775878906,6.484044957622426,0.9798921874159733,46.63813400268555,315.8265380859375,29230.111328125,441.0342712402344,0.0525
2023-08-01,19.874549865722656,6.34148995368042,0.9959977016587404,46.41657638549805,319.9007263183594,29675.732421875,439.7722473144531,0.0525
2023-08-02,19.488309860229492,6.195447985190809,0.9484501989093576,44.18293380737305,311.57391357421875,29151.958984375,433.6546325683594,0.0525
2023-08-03,19.421138763427734,6.325567799104979,0.9542570851221225,44.42844772338867,310.463623046875,29178.6796875,432.4118347167969,0.0525
2023-08-04,19.219621658325195,6.269513778395041,0.9617800186662113,44.5931282043457,308.02508544921875,29074.091796875,430.4561462402344,0.0525
2023-08-07,19.278396606445312,6.1683600614753145,0.9179971150313263,45.32869338989258,313.8042907714844,29180.578125,434.21337890625,0.0525
2023-08-08,19.135658264160156,6.049929572785005,0.88880582988415,44.57715606689453,309.91851806640625,29765.4921875,432.3250732421875,0.0525
2023-08-09,19.362363815307617,6.079772602428705,0.8936661656989008,42.47126770019531,302.5531005859375,29561.494140625,429.4349670410156,0.0525
2023-08-10,19.387554168701172,6.004192412971245,0.871318455195975,42.30558395385742,303.0785217285156,29429.591796875,429.58905029296875,0.0525
2023-08-11,19.31198501586914,6.047331427196155,0.8529657696192455,40.77555847167969,299.01422119140625,29397.71484375,429.3385009765625,0.0525
2023-08-14,18.94253921508789,6.04539363088764,0.821961414725951,43.667930603027344,303.5245666503906,29408.443359375,431.7085266113281,0.0525
2023-08-15,19.16008949279785,6.06081941419769,0.8108060794965568,43.85457229614258,299.3215026855469,29170.34765625,426.6796569824219,0.0525
2023-08-16,18.8018741607666,6.139070273798762,0.8452215663496576,43.40145492553711,291.7281494140625,28701.779296875,423.548583984375,0.0525
2023-08-17,18.5135555267334,6.145586892520604,0.8300074251392769,43.259727478027344,282.60821533203125,26664.55078125,420.3211669921875,0.0525
2023-08-18,18.557239532470703,6.172295012753554,0.8297328010001563,43.214813232421875,280.7843017578125,26049.556640625,420.5234680175781,0.0525
2023-08-21,18.5135555267334,,,46.87568664550781,287.3763732910156,26124.140625,423.2595520019531,0.0525
2023-08-22,18.46113395690918,6.218666666666667,0.8426666666666667,45.57920837402344,285.096435546875,26031.65625,422.1130676269531,0.0525
2023-08-23,18.391239166259766,6.2171552584891545,0.8435022965314082,47.024391174316406,291.6785888671875,26431.640625,426.814453125,0.0525
2023-08-24,18.46113395690918,6.083488335201632,0.8348843257226016,47.07129669189453,284.25384521484375,26162.373046875,420.89923095703125,0.0525
2023-08-25,18.216501235961914,6.082656419939561,0.8345107893209764,45.92852783203125,283.0146484375,26047.66796875,423.8664855957031,0.0525
2023-08-28,18.15534019470215,,,46.74393844604492,287.7332763671875,26106.150390625,426.55438232421875,0.0525
2023-08-29,18.23397445678711,6.171642345232701,0.8366983693751191,48.689144134521484,295.3959045410156,27727.392578125,432.7201232910156,0.0525
2023-08-30,18.504819869995117,6.158026631532914,0.8460669827564564,49.168209075927734,292.5311584472656,27297.265625,434.50238037109375,0.0525
2023-08-31,17.832073211669922,6.05366561841292,0.8280625263836066,49.259037017822266,293.3142395019531,25931.47265625,433.8665466308594,0.0525
2023-09-01,17.928180694580078,6.093791217376557,0.8328181330414628,48.414676666259766,293.7999572753906,25800.724609375,434.67578125,0.0525
2023-09-05,18.12912940979004,6.098099785196979,0.8395934486865406,48.453609466552734,297.53717041015625,25779.982421875,432.79718017578125,0.0525
2023-09-06,18.207763671875,6.055818722268618,0.8372827624701829,46.97336196899414,296.5657043457031,25753.236328125,429.8877258300781,0.0525
2023-09-07,18.164079666137695,6.131304636350544,0.8546933253823895,46.1548957824707,296.0700378417969,26240.1953125,428.56793212890625,0.0525
2023-09-08,18.260183334350586,6.161011922148652,0.864517709579851,45.48713302612305,295.2967834472656,25905.654296875,429.21331787109375,0.0525
2023-09-11,18.120393753051758,6.406636092085688,0.8489234050394535,45.093875885009766,304.8826599121094,25162.654296875,432.03607177734375,0.0525
2023-09-12,17.779653549194336,6.311964061657233,0.8538263291900784,44.786441802978516,299.03399658203125,25833.34375,429.6661071777344,0.0525
2023-09-13,17.403963088989258,6.3759515941262865,0.8451226697477641,45.400306701660156,302.4044494628906,26228.32421875,430.1670837402344,0.0525
2023-09-14,17.508808135986328,6.3332271831295825,0.8600896927451497,45.496124267578125,309.0064392089844,26539.673828125,433.8760986328125,0.0525
